asr,diar,oracle,clip_id,cp_errors,cp_len,di_errors,di_len,wer_errors,wer_len,wder_errors,wder_len,ref_words,hyp_words,ref_spk,hyp_spk
indicconformer,pyannote31+rule,False,7L4gi7Ncc0s__000090000_000148000,66,125,66,125,62,125,2,107,125,117,2,2
indicconformer,pyannote31+rule,False,7WhVNRHbjIY__000091000_001089000,2372,2482,2372,2482,2369,2482,37,275,2482,276,5,5
indicconformer,pyannote31+rule,False,7YfsQPYY-W0__000351000_000411000,208,208,208,208,208,208,8,14,208,14,2,2
indicconformer,pyannote31+rule,False,7c9ePKgqams__000299000_000869000,856,1522,856,1522,836,1522,49,1085,1522,1118,4,3
indicconformer,pyannote31+rule,False,7k-xDqNjESc__000073000_000981000,1490,2239,1490,2239,1294,2239,191,1574,2239,1611,4,2
indicconformer,pyannote31+rule,False,83gP2vLH7UY__000255000_002005000,3893,5799,3893,5799,3883,5799,151,2699,5799,2731,5,5
indicconformer,pyannote31+rule,False,86mMTUeDiR8__000181000_001079000,2139,2393,2139,2393,2068,2393,132,508,2393,512,5,4
indicconformer,pyannote31+rule,False,87Zbup3ohcw__000106000_000445000,582,749,569,749,569,749,11,298,749,300,4,5
indicconformer,pyannote31+rule,False,8Ve4SWhlrrA__000000000_000070000,34,133,34,133,33,133,1,125,133,127,2,1
indicconformer,pyannote31+rule,False,8mvORuRHw2U__000000000_001197000,2918,3492,2918,3492,2916,3492,51,782,3492,803,4,4
indicconformer,pyannote31+rule,False,8o7jKmq6HsM__000030000_001770000,3738,4572,3738,4572,3732,4572,71,1480,4572,1490,6,6
indicconformer,pyannote31+rule,False,8pkp-lpMJP0__000326000_000926000,1249,1535,1249,1535,1241,1535,71,583,1535,585,8,6
indicconformer,pyannote31+rule,False,8r2Nltl0W4o__000259000_000320000,131,253,131,253,131,253,0,159,253,175,2,1
indicconformer,pyannote31+rule,False,90uAd6xpTPo__000016000_000408000,1212,1212,1212,1212,1212,1212,699,831,1212,831,4,4
indicconformer,pyannote31+rule,False,9Aw8kg8w5Xo__000000000_000083000,115,199,115,199,115,199,1,120,199,122,4,2
indicconformer,pyannote31+rule,False,9_GMxc_JjyI__000236000_000368000,217,371,217,371,213,371,8,259,371,263,2,1
indicconformer,pyannote31+rule,False,ARCKJrGkITw__000014000_000496000,796,1375,796,1375,784,1375,50,913,1375,922,3,3
indicconformer,pyannote31+rule,False,ARZl7LT0UC0__000073000_000130000,139,153,139,153,138,153,11,48,153,49,3,3
indicconformer,pyannote31+rule,False,A_dohDOK6Ic__000000000_000600000,1829,1829,1829,1829,1829,1829,441,733,1829,733,3,3
indicconformer,pyannote31+rule,False,B2ScTgeIIck__000117000_000180000,133,174,133,174,130,174,8,67,174,69,2,2
indicconformer,pyannote31+rule,False,BGAAfht5dYw__000000000_000612000,2109,2105,2105,2105,2105,2105,115,234,2105,234,4,5
indicconformer,pyannote31+rule,False,BYLcUGNB_zM__000020000_001387000,1735,3287,1735,3287,1730,3287,38,2514,3287,2585,4,4
indicconformer,pyannote31+rule,False,Bngfppo1QtA__000028000_000927000,2080,2456,2076,2456,2068,2456,70,700,2456,708,5,6
indicconformer,pyannote31+rule,False,CO_8ppdzq9U__000000000_000695000,1288,1591,1288,1591,1278,1591,70,738,1591,755,4,4
indicconformer,pyannote31+rule,False,Cku_X_SL7qU__000060000_000660000,1778,1778,1778,1778,1778,1778,79,214,1778,214,3,3
indicconformer,pyannote31+rule,False,DPmew0didIM__000191000_000512000,506,768,506,768,500,768,27,425,768,434,5,4
indicconformer,pyannote31+rule,False,EmsKkNN2Me4__000035000_000095000,156,179,156,179,156,179,11,53,179,53,2,2
indicconformer,pyannote31+rule,False,ExGJodnzocM__000212000_000527000,1161,1161,1161,1161,1161,1161,202,270,1161,270,4,4
indicconformer,pyannote31+rule,False,F2uXav-wriA__000000000_000907000,2765,2765,2765,2765,2765,2765,1439,1643,2765,1643,4,4
indicconformer,pyannote31+rule,False,FDMf9ApmoNU__000016000_000686000,1445,1670,1445,1670,1446,1670,29,354,1670,359,4,3
indicconformer,pyannote31+rule,False,G6qzg93FxwE__000021000_000116000,163,267,163,267,163,267,1,130,267,132,2,2
indicconformer,pyannote31+rule,False,GEc_sS2KWo8__000096000_000290000,460,518,460,518,433,518,30,162,518,162,4,2
indicconformer,pyannote31+rule,False,GfFLEIAAumk__000090000_000163000,192,216,192,216,191,216,2,53,216,53,2,2
indicconformer,pyannote31+rule,False,Gq45evw6ytY__000597000_001464000,2439,2740,2439,2740,2437,2740,63,525,2740,527,3,3
indicconformer,pyannote31+rule,False,HZv_WvIr6lE__000021000_000105000,240,260,240,260,240,260,8,48,260,48,3,2
indicconformer,pyannote31+rule,False,HpYG46tGyYs__000103000_000998000,500,2552,500,2552,492,2552,9,2389,2552,2492,4,4
indicconformer,pyannote31+rule,False,IAm1rt-MYcA__000004000_000558000,1321,1688,1321,1688,1318,1688,24,564,1688,571,4,4
indicconformer,pyannote31+rule,False,Iare1Emeueg__000016000_000069000,139,139,139,139,139,139,10,15,139,15,2,2
indicconformer,pyannote31+rule,False,IfTL8SSN270__000062000_000671000,2214,2214,2214,2214,2214,2214,725,1060,2214,1060,4,4
indicconformer,pyannote31+rule,False,Ig6szCD8m20__000046000_000106000,103,193,103,193,97,193,5,141,193,149,2,2
indicconformer,pyannote31+rule,False,Iqhnt8ENm3U__000027000_000088000,152,177,152,177,154,177,17,49,177,49,3,3
indicconformer,pyannote31+rule,False,J4-VpEkBzWw__000000000_000600000,944,1552,944,1552,944,1552,36,967,1552,980,7,7
indicconformer,pyannote31+rule,False,JBYGLQJwFDc__000103000_000407000,629,680,629,680,624,680,15,119,680,122,3,2
indicconformer,pyannote31+rule,False,JSB1CeS4pP8__000000000_000632000,1476,2088,1476,2088,1473,2088,34,807,2088,817,4,4
indicconformer,pyannote31+rule,False,Jc5AVwg2cZM__000153000_000214000,156,172,156,172,154,172,10,51,172,51,3,3
indicconformer,pyannote31+rule,False,KAtdcDieQMw__000057000_000599000,1260,1742,1260,1742,1245,1742,69,930,1742,938,3,3
indicconformer,pyannote31+rule,False,KPkRi3GM7fs__000047000_000642000,867,1773,867,1773,790,1773,59,1477,1773,1501,3,3
indicconformer,pyannote31+rule,False,Kdi-ECuOaKg__000002000_000078000,61,91,61,91,54,91,6,62,91,63,6,4
indicconformer,pyannote31+rule,False,L7xRazDdtgw__000019000_000083000,102,102,102,102,102,102,16,21,102,21,3,3
indicconformer,pyannote31+rule,False,LBIWBxQ5H1s__000090000_001020000,2013,2452,2013,2452,2007,2452,93,888,2452,896,4,4
indicconformer,pyannote31+rule,False,LK23jX9tgZM__000059000_000221000,469,548,469,548,469,548,1,90,548,90,3,2
indicconformer,pyannote31+rule,False,LctYmmr9-Vg__000000000_000061000,113,139,113,139,109,139,9,54,139,54,2,2
indicconformer,pyannote31+rule,False,LqQHdo7t5Ps__000198000_000498000,339,692,339,692,337,692,19,470,692,476,3,3
indicconformer,pyannote31+rule,False,Md3p6RTanBg__000315000_000426000,192,298,192,298,190,298,1,145,298,147,3,3
indicconformer,pyannote31+rule,False,MmtWBUK2DKE__000000000_000310000,1092,1083,1092,1083,1083,1083,525,643,1083,643,5,4
indicconformer,pyannote31+rule,False,NLgHpYyf5bY__000313000_000383000,240,240,240,240,240,240,64,192,240,192,2,2
indicconformer,pyannote31+rule,False,NuhdqCEuIBo__000197000_000540000,992,1369,992,1369,989,1369,41,503,1369,504,3,3
indicconformer,pyannote31+rule,False,O4_aeGFzZ8A__000000000_000335000,433,702,433,702,433,702,6,454,702,459,8,8
indicconformer,pyannote31+rule,False,OXUt5KnlUMo__000091000_000181000,185,248,185,248,186,248,9,113,248,115,2,2
indicconformer,pyannote31+rule,False,OxYCBQKZ3iY__000000000_001822000,5525,5525,5525,5525,5525,5525,1086,1338,5525,1338,7,6
indicconformer,pyannote31+rule,False,PCUA2q2C-2A__000045000_000107000,49,154,49,154,46,154,2,144,154,151,3,3
indicconformer,pyannote31+rule,False,PEDfT9-Yf2o__000000000_000469000,430,1051,430,1051,407,1051,18,768,1051,781,3,3
indicconformer,pyannote31+rule,False,PQB3-4sZUeY__000000000_001132000,2757,3024,2744,3024,2709,3024,214,690,3024,694,4,4
indicconformer,pyannote31+rule,False,PRAzUz0GANs__000223000_000283000,166,194,166,194,166,194,9,83,194,83,2,2
indicconformer,pyannote31+rule,False,PSIzXy5-y2E__000002000_000918000,1764,2480,1750,2480,1731,2480,73,1268,2480,1281,3,4
indicconformer,pyannote31+rule,False,PVDfS7lcJHY__000000000_000360000,877,1036,877,1036,868,1036,52,345,1036,348,6,6
indicconformer,pyannote31+rule,False,Pjre5dpnKGA__000000000_000330000,642,769,642,769,641,769,30,274,769,274,4,3
indicconformer,pyannote31+rule,False,QhpjuNTZoA8__000000000_000586000,1441,1572,1441,1572,1157,1572,307,838,1572,848,3,3
indicconformer,pyannote31+rule,False,QuA_B6IZ6Ls__000061000_001863000,6664,6635,6635,6635,6635,6635,1814,2774,6635,2774,4,5
indicconformer,pyannote31+rule,False,RL2fhIEEbZg__000000000_000065000,111,164,111,164,111,164,6,72,164,72,3,2
indicconformer,pyannote31+rule,False,RL2fhIEEbZg__000066000_001034000,1788,2570,1788,2570,1779,2570,95,1236,2570,1248,3,3
indicconformer,pyannote31+rule,False,RWTmftezCwI__000000000_000060000,90,119,90,119,90,119,1,59,119,60,2,2
indicconformer,pyannote31+rule,False,RZUZyvRzi80__000000000_000336000,342,1085,342,1085,327,1085,13,885,1085,902,4,4
indicconformer,pyannote31+rule,False,SZ7ay4OjfAE__000000000_000897000,1831,2159,1831,2159,1805,2159,155,720,2159,729,5,5
indicconformer,pyannote31+rule,False,T3I2T-cfhG4__000160000_000210000,53,116,53,116,53,116,0,88,116,90,2,2
indicconformer,pyannote31+rule,False,TU3M6wSQV_g__000099000_000171000,151,216,151,216,148,216,6,103,216,104,2,2
indicconformer,pyannote31+rule,False,Tlha36rSd5o__000240000_000374000,252,318,252,318,248,318,2,149,318,154,2,2
indicconformer,pyannote31+rule,False,TrPnW5kLAyQ__000093000_000513000,762,1099,762,1099,757,1099,32,573,1099,580,4,4
indicconformer,pyannote31+rule,False,U_EHjxThUgc__000181000_000289000,136,299,136,299,132,299,3,204,299,208,3,3
indicconformer,pyannote31+rule,False,VHlIFsHPWbk__000023000_000470000,717,1329,717,1329,713,1329,28,889,1329,904,4,4
indicconformer,pyannote31+rule,False,VKY0uuZ6Om8__000575000_000935000,758,1077,758,1077,757,1077,19,468,1077,471,3,3
indicconformer,pyannote31+rule,False,VY_4x1scS-Y__000013000_000121000,319,336,319,336,319,336,7,59,336,60,4,2
indicconformer,ref,True,0AEEA8NyVwY__000011000_000609000,763,1333,763,1333,761,1333,24,815,1333,826,3,3
indicconformer,ref,True,0SoItGfM_sY__000007000_000088000,113,165,113,165,107,165,14,115,165,117,5,5
indicconformer,ref,True,0VEwL9XZ0LY__000261000_000557000,312,873,312,873,268,873,52,751,873,768,2,2
indicconformer,ref,True,0esIFSOAcFs__000000000_000913000,1969,2748,1969,2748,1966,2748,22,1117,2748,1133,3,3
indicconformer,ref,True,0p6cktLGIfY__000012000_000930000,2105,2567,2105,2567,2084,2567,71,755,2567,760,6,5
indicconformer,ref,True,13VBh0Z6QmE__000000000_000904000,2471,2499,2471,2499,2470,2499,57,104,2499,104,4,4
indicconformer,ref,True,1LFl5JEipII__000000000_000597000,1499,1590,1499,1590,1494,1590,40,195,1590,196,5,5
indicconformer,ref,True,2HGP34TNvjg__000084000_000194000,194,296,194,296,174,296,16,198,296,205,2,2
indicconformer,ref,True,2LN6vb7EBn0__000098000_000394000,743,751,743,751,743,751,15,30,751,30,3,3
indicconformer,ref,True,2T4pjueLrsk__000677000_001290000,2132,2314,2132,2314,2132,2314,45,338,2314,340,4,3
indicconformer,ref,True,2gGHQgj9yno__000000000_000099000,268,285,268,285,266,285,7,30,285,30,4,4
indicconformer,ref,True,2iMXYxBTwbM__000339000_000401000,184,188,182,188,181,188,14,26,188,26,3,3
indicconformer,ref,True,37dND_0r6S8__000060000_000222000,556,557,556,557,556,557,0,1,557,1,2,1
indicconformer,ref,True,4Qg2jWP6_T0__000136000_000202000,249,266,249,266,248,266,22,49,266,54,3,3
indicconformer,ref,True,6-726qTlYeg__000102000_000162000,208,214,208,214,206,214,22,52,214,52,2,2
indicconformer,ref,True,6ZeRgvDHwcI__000006000_000100000,171,189,171,189,169,189,27,50,189,50,2,2
indicconformer,ref,True,6f6TLzlP8Wk__000082000_000144000,236,236,236,236,236,236,37,76,236,76,2,2
indicconformer,ref,True,7L4gi7Ncc0s__000090000_000148000,76,125,76,125,62,125,8,107,125,117,2,2
indicconformer,ref,True,7WhVNRHbjIY__000091000_001089000,2371,2482,2371,2482,2369,2482,36,275,2482,276,5,5
indicconformer,ref,True,7YfsQPYY-W0__000351000_000411000,208,208,208,208,208,208,8,14,208,14,2,2
indicconformer,ref,True,7c9ePKgqams__000299000_000869000,979,1522,969,1522,836,1522,209,1085,1522,1118,4,4
indicconformer,ref,True,7k-xDqNjESc__000073000_000981000,1468,2239,1460,2239,1294,2239,302,1574,2239,1611,4,4
indicconformer,ref,True,83gP2vLH7UY__000255000_002005000,4016,5799,4016,5799,3883,5799,300,2699,5799,2731,5,5
indicconformer,ref,True,86mMTUeDiR8__000181000_001079000,2091,2393,2091,2393,2068,2393,58,508,2393,512,5,5
indicconformer,ref,True,87Zbup3ohcw__000106000_000445000,611,749,611,749,569,749,31,298,749,300,4,4
indicconformer,ref,True,8Ve4SWhlrrA__000000000_000070000,33,133,33,133,33,133,0,125,133,127,2,2
indicconformer,ref,True,8mvORuRHw2U__000000000_001197000,2916,3492,2916,3492,2916,3492,51,782,3492,803,4,4
indicconformer,ref,True,8o7jKmq6HsM__000030000_001770000,3733,4572,3733,4572,3732,4572,67,1480,4572,1490,6,6
indicconformer,ref,True,8pkp-lpMJP0__000326000_000926000,1251,1535,1251,1535,1241,1535,83,583,1535,585,8,8
indicconformer,ref,True,8r2Nltl0W4o__000259000_000320000,131,253,131,253,131,253,0,159,253,175,2,1
indicconformer,ref,True,90uAd6xpTPo__000016000_000408000,1212,1212,1212,1212,1212,1212,692,831,1212,831,4,4
indicconformer,ref,True,9Aw8kg8w5Xo__000000000_000083000,116,199,116,199,115,199,1,120,199,122,4,2
indicconformer,ref,True,9_GMxc_JjyI__000236000_000368000,222,371,220,371,213,371,12,259,371,263,2,2
indicconformer,ref,True,ARCKJrGkITw__000014000_000496000,918,1375,918,1375,784,1375,200,913,1375,922,3,3
indicconformer,ref,True,ARZl7LT0UC0__000073000_000130000,139,153,139,153,138,153,13,48,153,49,3,3
indicconformer,ref,True,A_dohDOK6Ic__000000000_000600000,1829,1829,1829,1829,1829,1829,440,733,1829,733,3,3
indicconformer,ref,True,B2ScTgeIIck__000117000_000180000,136,174,136,174,130,174,10,67,174,69,2,2
indicconformer,ref,True,BGAAfht5dYw__000000000_000612000,2105,2105,2105,2105,2105,2105,121,234,2105,234,4,4
indicconformer,ref,True,BYLcUGNB_zM__000020000_001387000,1773,3287,1773,3287,1730,3287,90,2514,3287,2585,4,4
indicconformer,ref,True,Bngfppo1QtA__000028000_000927000,2104,2456,2104,2456,2068,2456,124,700,2456,708,5,5
indicconformer,ref,True,CO_8ppdzq9U__000000000_000695000,1283,1591,1283,1591,1278,1591,53,738,1591,755,4,4
indicconformer,ref,True,Cku_X_SL7qU__000060000_000660000,1778,1778,1778,1778,1778,1778,144,214,1778,214,3,3
indicconformer,ref,True,DPmew0didIM__000191000_000512000,532,768,531,768,500,768,54,425,768,434,5,5
indicconformer,ref,True,EmsKkNN2Me4__000035000_000095000,161,179,161,179,156,179,17,53,179,53,2,2
indicconformer,ref,True,ExGJodnzocM__000212000_000527000,1161,1161,1161,1161,1161,1161,182,270,1161,270,4,4
indicconformer,ref,True,F2uXav-wriA__000000000_000907000,2765,2765,2765,2765,2765,2765,1439,1643,2765,1643,4,4
indicconformer,ref,True,FDMf9ApmoNU__000016000_000686000,1450,1670,1450,1670,1446,1670,31,354,1670,359,4,3
indicconformer,ref,True,G6qzg93FxwE__000021000_000116000,163,267,163,267,163,267,1,130,267,132,2,2
indicconformer,ref,True,GEc_sS2KWo8__000096000_000290000,433,518,433,518,433,518,6,162,518,162,4,3
indicconformer,ref,True,GfFLEIAAumk__000090000_000163000,191,216,191,216,191,216,1,53,216,53,2,2
indicconformer,ref,True,Gq45evw6ytY__000597000_001464000,2450,2740,2450,2740,2437,2740,72,525,2740,527,3,3
indicconformer,ref,True,HZv_WvIr6lE__000021000_000105000,240,260,240,260,240,260,6,48,260,48,3,2
indicconformer,ref,True,HpYG46tGyYs__000103000_000998000,553,2552,553,2552,492,2552,52,2389,2552,2492,4,4
indicconformer,ref,True,IAm1rt-MYcA__000004000_000558000,1322,1688,1322,1688,1318,1688,22,564,1688,571,4,4
indicconformer,ref,True,Iare1Emeueg__000016000_000069000,139,139,139,139,139,139,11,15,139,15,2,2
indicconformer,ref,True,IfTL8SSN270__000062000_000671000,2214,2214,2214,2214,2214,2214,792,1060,2214,1060,4,4
indicconformer,ref,True,Ig6szCD8m20__000046000_000106000,124,193,124,193,97,193,27,141,193,149,2,2
indicconformer,ref,True,Iqhnt8ENm3U__000027000_000088000,156,177,155,177,154,177,6,49,177,49,3,3
indicconformer,ref,True,J4-VpEkBzWw__000000000_000600000,944,1552,944,1552,944,1552,37,967,1552,980,7,7
indicconformer,ref,True,JBYGLQJwFDc__000103000_000407000,637,680,637,680,624,680,22,119,680,122,3,3
indicconformer,ref,True,JSB1CeS4pP8__000000000_000632000,1479,2088,1479,2088,1473,2088,42,807,2088,817,4,4
indicconformer,ref,True,Jc5AVwg2cZM__000153000_000214000,159,172,159,172,154,172,19,51,172,51,3,3
indicconformer,ref,True,KAtdcDieQMw__000057000_000599000,1270,1742,1270,1742,1245,1742,72,930,1742,938,3,3
indicconformer,ref,True,KPkRi3GM7fs__000047000_000642000,824,1773,824,1773,790,1773,34,1477,1773,1501,3,3
indicconformer,ref,True,Kdi-ECuOaKg__000002000_000078000,56,91,56,91,54,91,5,62,91,63,6,4
indicconformer,ref,True,L7xRazDdtgw__000019000_000083000,102,102,102,102,102,102,9,21,102,21,3,2
indicconformer,ref,True,LBIWBxQ5H1s__000090000_001020000,2046,2452,2046,2452,2007,2452,134,888,2452,896,4,4
indicconformer,ref,True,LK23jX9tgZM__000059000_000221000,469,548,469,548,469,548,1,90,548,90,3,2
indicconformer,ref,True,LctYmmr9-Vg__000000000_000061000,111,139,111,139,109,139,6,54,139,54,2,2
indicconformer,ref,True,LqQHdo7t5Ps__000198000_000498000,361,692,361,692,337,692,40,470,692,476,3,3
indicconformer,ref,True,Md3p6RTanBg__000315000_000426000,192,298,192,298,190,298,1,145,298,147,3,3
indicconformer,ref,True,MmtWBUK2DKE__000000000_000310000,1083,1083,1083,1083,1083,1083,528,643,1083,643,5,4
indicconformer,ref,True,NLgHpYyf5bY__000313000_000383000,240,240,240,240,240,240,50,192,240,192,2,2
indicconformer,ref,True,NuhdqCEuIBo__000197000_000540000,999,1369,999,1369,989,1369,51,503,1369,504,3,3
indicconformer,ref,True,O4_aeGFzZ8A__000000000_000335000,433,702,433,702,433,702,5,454,702,459,8,8
indicconformer,ref,True,OXUt5KnlUMo__000091000_000181000,192,248,192,248,186,248,11,113,248,115,2,2
indicconformer,ref,True,OxYCBQKZ3iY__000000000_001822000,5525,5525,5525,5525,5525,5525,1217,1338,5525,1338,7,7
indicconformer,ref,True,PCUA2q2C-2A__000045000_000107000,48,154,48,154,46,154,1,144,154,151,3,3
indicconformer,ref,True,PEDfT9-Yf2o__000000000_000469000,413,1051,413,1051,407,1051,9,768,1051,781,3,3
indicconformer,ref,True,PQB3-4sZUeY__000000000_001132000,2715,3024,2715,3024,2709,3024,116,690,3024,694,4,4
indicconformer,ref,True,PRAzUz0GANs__000223000_000283000,172,194,172,194,166,194,17,83,194,83,2,2
indicconformer,ref,True,PSIzXy5-y2E__000002000_000918000,1774,2480,1774,2480,1731,2480,111,1268,2480,1281,3,3
indicconformer,ref,True,PVDfS7lcJHY__000000000_000360000,876,1036,876,1036,868,1036,52,345,1036,348,6,6
indicconformer,ref,True,Pjre5dpnKGA__000000000_000330000,642,769,642,769,641,769,35,274,769,274,4,4
indicconformer,ref,True,QhpjuNTZoA8__000000000_000586000,1171,1572,1171,1572,1157,1572,63,838,1572,848,3,3
indicconformer,ref,True,QuA_B6IZ6Ls__000061000_001863000,6635,6635,6635,6635,6635,6635,1685,2774,6635,2774,4,4
indicconformer,ref,True,RL2fhIEEbZg__000000000_000065000,111,164,111,164,111,164,4,72,164,72,3,2
indicconformer,ref,True,RL2fhIEEbZg__000066000_001034000,1813,2570,1813,2570,1779,2570,130,1236,2570,1248,3,3
indicconformer,ref,True,RWTmftezCwI__000000000_000060000,90,119,90,119,90,119,1,59,119,60,2,2
indicconformer,ref,True,RZUZyvRzi80__000000000_000336000,334,1085,334,1085,327,1085,10,885,1085,902,4,4
indicconformer,ref,True,SZ7ay4OjfAE__000000000_000897000,1815,2159,1815,2159,1805,2159,136,720,2159,729,5,5
indicconformer,ref,True,T3I2T-cfhG4__000160000_000210000,58,116,58,116,53,116,3,88,116,90,2,2
indicconformer,ref,True,TU3M6wSQV_g__000099000_000171000,157,216,157,216,148,216,14,103,216,104,2,2
indicconformer,ref,True,Tlha36rSd5o__000240000_000374000,252,318,252,318,248,318,2,149,318,154,2,2
indicconformer,ref,True,TrPnW5kLAyQ__000093000_000513000,767,1099,767,1099,757,1099,38,573,1099,580,4,4
indicconformer,ref,True,U_EHjxThUgc__000181000_000289000,142,299,142,299,132,299,9,204,299,208,3,3
indicconformer,ref,True,VHlIFsHPWbk__000023000_000470000,724,1329,724,1329,713,1329,33,889,1329,904,4,4
indicconformer,ref,True,VKY0uuZ6Om8__000575000_000935000,788,1077,788,1077,757,1077,64,468,1077,471,3,3
indicconformer,ref,True,VY_4x1scS-Y__000013000_000121000,319,336,319,336,319,336,7,59,336,60,4,2
indicconformer,sortformer,False,0AEEA8NyVwY__000011000_000609000,762,1333,762,1333,761,1333,23,815,1333,826,3,3
indicconformer,sortformer,False,0SoItGfM_sY__000007000_000088000,111,165,111,165,107,165,14,115,165,117,5,3
indicconformer,sortformer,False,0VEwL9XZ0LY__000261000_000557000,279,873,279,873,268,873,18,751,873,768,2,2
indicconformer,sortformer,False,1LFl5JEipII__000000000_000597000,1519,1590,1516,1590,1494,1590,97,195,1590,196,5,4
indicconformer,sortformer,False,2HGP34TNvjg__000084000_000194000,175,296,175,296,174,296,4,198,296,205,2,2
indicconformer,sortformer,False,2LN6vb7EBn0__000098000_000394000,743,751,743,751,743,751,15,30,751,30,3,3
indicconformer,sortformer,False,2T4pjueLrsk__000677000_001290000,2132,2314,2132,2314,2132,2314,53,338,2314,340,4,2
indicconformer,sortformer,False,2gGHQgj9yno__000000000_000099000,267,285,267,285,266,285,5,30,285,30,4,3
indicconformer,sortformer,False,2iMXYxBTwbM__000339000_000401000,181,188,181,188,181,188,13,26,188,26,3,2
indicconformer,sortformer,False,37dND_0r6S8__000060000_000222000,556,557,556,557,556,557,0,1,557,1,2,1
