clip_id,system,hyp_missing,der,miss,false_alarm,confusion,jer,ref_speech_sec,err_miss_sec,err_fa_sec,err_conf_sec,n_ref_speakers,n_hyp_speakers,spk_count_correct,spk_count_err,duration,overlap_frac_of_speech,language
PCUA2q2C-2A__000045000_000107000,ic_lid_fallback__sortformer_stream,False,0.03261406687530874,0.01762477351342448,0.014989293361884261,0.0,0.05247011843747366,60.71000000000001,1.0700000000000003,0.9099999999999936,0.0,3,3,1,0,62.0,0.0063,Devanagari (hi/mr)
PEDfT9-Yf2o__000000000_000469000,ic_lid_fallback__sortformer_stream,False,0.19833581718827586,0.026626924987580708,0.008941877794336549,0.1627670144063586,0.30540914715102746,402.6,10.719999999999994,3.599999999999895,65.52999999999997,3,3,1,0,469.0,0.011,Bengali
PQB3-4sZUeY__000000000_001132000,ic_lid_fallback__sortformer_stream,False,0.647587268993839,0.06754938752389576,0.09813778942151076,0.4819000920484325,0.7385758718387972,1129.8399999999933,76.31999999999793,110.87999999999906,544.4699999999978,4,4,1,0,1132.0,0.1069,Telugu
PRAzUz0GANs__000223000_000283000,ic_lid_fallback__sortformer_stream,False,0.6220698453197258,0.08260245574868441,0.10556530059001742,0.43390208898102395,0.5816041550980069,62.71,5.18,6.619999999999993,27.21000000000001,2,3,0,1,60.0,0.0822,Kannada
PSIzXy5-y2E__000002000_000918000,ic_lid_fallback__sortformer_stream,False,0.5566644189705552,0.12328613171499207,0.08287255563047911,0.350505731625084,0.6547704423215408,889.7999999999989,109.69999999999982,73.74000000000022,311.87999999999937,3,4,0,1,916.0,0.0434,Devanagari (hi/mr)
PVDfS7lcJHY__000000000_000360000,ic_lid_fallback__sortformer_stream,False,0.6032191798632234,0.072054502431287,0.0657617598876666,0.4654029175442697,0.7728394230504178,384.5699999999994,27.709999999999997,25.289999999999907,178.97999999999954,6,4,0,-2,360.0,0.1127,Kannada
Pjre5dpnKGA__000000000_000330000,ic_lid_fallback__sortformer_stream,False,0.5024577710251134,0.05454762117555923,0.07075401435934112,0.377156135490213,0.6718682683728051,335.66999999999973,18.309999999999953,23.750000000000014,126.5999999999997,4,4,1,0,330.0,0.0933,Kannada
QhpjuNTZoA8__000000000_000586000,ic_lid_fallback__sortformer_stream,False,0.3043385828059325,0.04268262767992922,0.027146805344322986,0.23450914978168033,0.4180278842320259,611.4899999999993,26.099999999999888,16.600000000000044,143.39999999999955,3,4,0,1,586.0,0.0512,Kannada
QuA_B6IZ6Ls__000061000_001863000,ic_lid_fallback__sortformer_stream,False,0.601304748203568,0.358524687773904,0.03471192357903366,0.20806813685063033,0.6095525375043428,2703.969999999993,969.4400000000007,93.8599999999994,562.6099999999974,4,4,1,0,1802.0,0.3694,Devanagari (hi/mr)
RL2fhIEEbZg__000000000_000065000,ic_lid_fallback__sortformer_stream,False,0.11348709332518701,0.008859019398197518,0.07744004887734841,0.027188025049641087,0.40001441753171857,65.46999999999997,0.5799999999999912,5.0699999999999985,1.7800000000000011,3,2,0,-1,65.0,0.0563,Telugu
RL2fhIEEbZg__000066000_001034000,ic_lid_fallback__sortformer_stream,False,0.31619527123747415,0.08160323806703165,0.08010267041808536,0.15448936275235714,0.34398344175161827,1012.9499999999989,82.65999999999963,81.13999999999947,156.49,3,4,0,1,968.0,0.0719,Telugu
RWTmftezCwI__000000000_000060000,ic_lid_fallback__sortformer_stream,False,0.16144038594073093,0.02997932460372167,0.02911784975878736,0.10234321157822189,0.2581487953510396,58.03999999999999,1.7400000000000055,1.6900000000000182,5.939999999999998,2,2,1,0,60.0,0.0244,Malayalam
RZUZyvRzi80__000000000_000336000,ic_lid_fallback__sortformer_stream,False,0.17865529600791008,0.041929304165121035,0.010876282288963158,0.12584970955382588,0.34332754320066866,323.6399999999999,13.569999999999766,3.520000000000035,40.73000000000019,4,3,0,-1,336.0,0.0001,Punjabi
SZ7ay4OjfAE__000000000_000897000,ic_lid_fallback__sortformer_stream,False,0.6127444196207913,0.14627612250143318,0.04483085865675517,0.421637438462603,0.7517694936821815,1011.5799999999967,147.9699999999993,45.35000000000025,426.51999999999856,5,4,0,-1,897.0,0.1794,Telugu
T3I2T-cfhG4__000160000_000210000,ic_lid_fallback__sortformer_stream,False,0.10623802427081092,0.022354694485841955,0.06450926123057253,0.019374068554396422,0.1247265640245089,46.970000000000006,1.0499999999999967,3.0299999999999923,0.9100000000000001,2,2,1,0,50.0,0.0,Devanagari (hi/mr)
TU3M6wSQV_g__000099000_000171000,ic_lid_fallback__sortformer_stream,False,0.1899396378269615,0.0519114688128771,0.028303152246814064,0.10972501676727034,0.36133817313953503,74.54999999999998,3.869999999999987,2.109999999999988,8.180000000000001,2,2,1,0,72.0,0.0451,Telugu
Tlha36rSd5o__000240000_000374000,ic_lid_fallback__sortformer_stream,False,0.1320060765971053,0.051731030622851046,0.07251938914208031,0.007755656832173973,0.10859212088140104,125.07000000000001,6.469999999999981,9.069999999999984,0.9699999999999989,2,2,1,0,134.0,0.0,Tamil
TrPnW5kLAyQ__000093000_000513000,ic_lid_fallback__sortformer_stream,False,0.33864632693915747,0.11978308795580682,0.050046879355345686,0.16881635962800495,0.45279059611408934,394.6299999999995,47.26999999999998,19.750000000000043,66.61999999999951,4,4,1,0,420.0,0.0501,Devanagari (hi/mr)
U_EHjxThUgc__000181000_000289000,ic_lid_fallback__sortformer_stream,False,0.288552338530067,0.05612472160356373,0.04668151447661479,0.1857461024498885,0.4678627164644184,112.25000000000001,6.300000000000029,5.240000000000011,20.849999999999987,3,3,1,0,108.0,0.0529,Bengali
VHlIFsHPWbk__000023000_000470000,ic_lid_fallback__sortformer_stream,False,0.633874058558759,0.028499487499443192,0.04235928517313582,0.56301528588618,0.7694596882358384,448.7800000000001,12.790000000000118,19.0099999999999,252.6699999999999,4,4,1,0,447.0,0.0269,Odia
VKY0uuZ6Om8__000575000_000935000,ic_lid_fallback__sortformer_stream,False,0.5400481674893289,0.15683048382096912,0.08143167131649863,0.30178601235186114,0.6058424367154676,419.3699999999996,65.76999999999975,34.15,126.55999999999989,3,4,0,1,360.0,0.1718,Devanagari (hi/mr)
